Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
11/12/2015, RUTA INTERBALNEARIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, CANELONES, EL PINAR, 597770, 6149650 
25/12/2015, IBERIA, CAÍDA, LEVE, VIERNES, 21, CANELONES, VILLA AEROPARQUE, 592130, 6149140 
13/11/2015, , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 7, CANELONES, SIN DATOS, 569030, 6157645 
20/3/2015, MARIA STAGNERO DE MUNAR, CAÍDA, GRAVE, VIERNES, 15, CANELONES, CANELONES, 565260, 6179875 
16/10/2015, RUTA 34 KM 40, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, CANELONES, SIN DATOS, 602490, 6152630 
23/1/2015, RUTA 101 Y MIGUEL HIDALGO --COLONIA LAMAS--, DESPISTE, LEVE, VIERNES, 14, CANELONES, SIN DATOS, 591045, 6146540 
20/2/2015, BRIGADIER GENERAL MANU, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, SAN JOSE, SAN JOSE DE MAYO, 526695, 6200915 
3/4/2015, GENERAL SIMON BOLIVAR esq. DIAGONAL ARGENTINA, DESPISTE, FATAL, VIERNES, 1, CANELONES, SAN LUIS, 630745, 6150375 
24/4/2015, HECTOR MIRANDA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, CANELONES, CANELONES, 565995, 6179725 
9/10/2015, RUTA CIENTODOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, CANELONES, COLONIA NICOLICH, 590655, 6146420 
22/4/2015, RUTA CESAR MAYO GUTIERREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, CANELONES, PROGRESO, 570675, 6164480 
16/10/2015, DOCTOR LUIS BATLLE BERRES, CAÍDA, LEVE, VIERNES, 14, CANELONES, SIN DATOS, 570710, 6155915 
31/7/2015, AVENIDA CALCAGNO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, CANELONES, SHANGRILA, 590995, 6143445 
